nick,sig,date,text,forward,comment,like,topic
太原联通郭沥鲜,未认证,2022-01-09,#抗震救灾央企行动#1月8日1时45分，青海省海北藏族自治州门源县发生6.9级地震，震源深度10公里。灾情发生后，青海联通高度重视、周密组织，立即启动突发事件II级预案，第一时间成立保障队伍赶往现场进行通信保障。来看视频报道：#责任央企#L中国联通的微博视频​​​,0,0,0,12
成都黄冈商会2021,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
用户5478771198,未认证,2022-01-09,青海门源发生6.9级地震宁夏地震局组建10人团队凌晨4点赶往支援O青海门源发生6.9级地震宁夏地震局组建10人团队凌晨4点赶往支援​,0,0,0,228
用户5478771198,未认证,2022-01-09,青海门源发生6.9级地震宁夏地震局组建10人团队凌晨4点赶往支援O青海门源发生6.9级地震宁夏地震局组建10人团队凌晨4点赶往支援​,0,0,0,228
爱信阳,微博个人认证,2022-01-09,【#青海门源地震现场发现约22公里地表破裂带#】青海省地震局消息，青海门源1月8日发生6.9级地震后，地震现场工作队在冷龙岭断裂的西段开展地震现场考察时，发现长约22公里地表破裂带，地表和冰面可见连续张裂隙和挤压鼓包等破裂形式，鼓包高达1.5米。现场调查小组初步判定本次地震的发震构造为冷龙岭断​,0,0,0,268
奔跑吧鹰潭,未认证,2022-01-09,【#火箭军战士自费买物资送到地震灾区#】1月8日，青海门源6.9级地震发生后，正在休假的火箭军某部战士杨拉毛加、姚占玺，自费购买方便面、蛋糕、矿泉水等物资，驱车数十公里送到距离震中最近的皇城蒙古族乡。网友：真•东风快递员！（总台记者唐子文柳成王小龙李奕璋）​​​,0,0,0,32
百姓1时间官方微博,微博官方认证,2022-01-09,【地震受损隧道和桥梁正在抢修】景阳岭隧道局部出现裂缝，几座大桥不同程度梁板移位，正在进一步检测中予以解决，目前已开通高速公路抗震救灾专用通道212条……青海海北门源“1·8”6.9级地震发生后，我省高速运营、养护、省交控集团所属交建、监测等交通部门及时全面开展高速公路地震灾损排查和安全保​,0,0,1,7
独孤未明,微博个人认证,2022-01-09,2022年1月8日凌晨，青海门源发生6.9级地震，震中位置恰好在兰新客专祁连山一号隧道（大梁隧道）出口附近。但愿门源同胞平安，希望兰新高铁早日恢复通车。图1-3：穿越祁连山隧道群；图4-6：兰新客专门源段；图7-9：雪山下，油菜花，动车飞驰而过。​,1,5,20,239
金蝴蝶探索者杨永兴,微博个人认证,2022-01-09,1月9日，星期天1、广西东兴实行最严格涉海管控，要求“非必要不出海”。2、去年“扫黄打非”警方破刑案3400余起，清理信息3亿余条。3、国家卫J委：完成全程疫苗接种人次占全国总人口86.25%。4、郑州市大数据管理局：郑好办APP新增孕产妇绿色通道模块。5、受青海门源6.9级地震影响，部分动车组列​,0,0,0,-1
山西经济日报社微博,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
铁鹰骑士,未认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。​,0,1,2,2
jiuxi九溪杨筌,未认证,2022-01-09,分享网易视频《青海门源地震后，监控拍到不明物体飞上天空，按比例分析巨大无比》O青海门源地震后，监控拍到不明物体飞上天空，按比例分析巨大无比来自@网易新闻客户端#网易新闻#​,0,2,0,9
福建经济广播,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,1,10
中新视频,微博官方认证,2022-01-09,【#青海门源地震因避险不当致9人受伤##青海门源地震无人员死亡#】1月9日16时50分许，记者从青海省人民政府新闻办公室发布会了解到，截至9日16时，青海省地震局共记录到3.0级及以上余震12次，最大地震为1月8日2时9分的5.1级地震。目前，海北州门源、祁连、刚察县共1662户5831人受灾，紧急转移分散安置1​,0,2,6,-1
央视军事,微博官方认证,2022-01-09,【#火箭军战士自费买物资送到地震灾区#】1月8日，青海门源6.9级地震发生后，正在休假的火箭军某部战士杨拉毛加、姚占玺，自费购买方便面、蛋糕、矿泉水等物资，驱车数十公里送到距离震中最近的皇城蒙古族乡。网友：真•东风快递员！（总台记者唐子文柳成王小龙李奕璋）​,5,9,73,32
你的未来201608,未认证,2022-01-09,【#青海门源6.9级地震#青海交警第一时间启动应急响应机制】#平安2022#,0,0,0,72
你的未来201608,未认证,2022-01-09,【#青海门源6.9级地震#青海公安第一时间启动应急响应机制】#平安2022#,0,0,0,72
中国水运报,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（央视新闻）​,1,1,19,2
花非花盛开,未认证,2022-01-09,『巧了！青海门源地震“震”出8年逃犯』O巧了！青海门源地震“震”出8年逃犯​,0,0,0,-1
观西部万象,未认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
小李飞刀再出发,未认证,2022-01-09,巧了！青海门源地震“震”出8年逃犯O网页链接​,0,0,0,-1
小李飞刀再出发,未认证,2022-01-09,巧了！青海门源地震“震”出8年逃犯O网页链接​,0,0,0,-1
江南都市报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#，戴口罩也没逃过民警“火眼金睛”】1月8日凌晨1时45分，青海海北州门源县发生6.9级地震，西宁震感强烈，许多市民纷纷走上空旷的街头避险！当地警方启动“自然灾害应急响应”，在辖区巡逻时，在路边避险人群中看到了一张似曾相识的脸。尽管这张脸捂着厚厚的口罩，但还是与​,0,0,1,177
LUde初辰,未认证,2022-01-09,霍去病避不开的祁连山山丹军马场与霍将军愿平安『门源地震｜青海门源在哪里？发生地震的原因是为何？_哔哩哔哩_bilibili』O网页链接​,0,0,0,169
yikecat,微博个人认证,2022-01-09,,0,0,0,-1
紫薇星宓儿,未认证,2022-01-09,《青海门源6.9级地震预计财产损失上亿元，张掖市近1.5万人受灾》青海门源6.9级地震预计财产损失上亿元，张掖市近1.5万人受灾O网页链接​,0,0,0,26
辽宁铁岭消防,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。​,0,0,0,2
琳4946,未认证,2022-01-09,#抗震救灾央企行动#1月8日1时45分，青海省海北藏族自治州门源县发生6.9级地震，震源深度10公里。,0,0,0,27
国际旅游岛商报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,3,0,0,10
舟曲融媒,微博官方认证,2022-01-09,【甘快看】新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因<O网页链接>​,0,0,0,113
舟曲融媒,微博官方认证,2022-01-09,【甘快看】青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​,0,0,0,26
舟曲融媒,微博官方认证,2022-01-09,【甘快看】竭尽全力保障人民群众生命财产安全--我省河西地区积极应对青海门源6.9级地震O网页链接​,0,0,0,36
怀想天空11,未认证,2022-01-09,应对青海门源6.9级地震铁路部门启动应急预案O应对青海门源6.9级地震铁路部门启动应急预案​,0,0,0,130
快乐时光-123,未认证,2022-01-09,#抗震救灾央企行动#1月8日1时45分，青海省海北藏族自治州门源县发生6.9级地震，震源深度10公里。,0,0,0,27
昆明防震,微博官方认证,2022-01-09,【#热心群众匿名给武警官兵送救灾补给物资#】1月8日，青海海北州门源县发生6.9级地震。武警青海总队海北支队官兵闻令而动、星夜驰援。当晚20时许，在武警海北支队门源中队门口，一名男子搬来几箱物资后匆忙离开。留言条上写着：“岁月静好，不过是有人为我们负重前行”（央广军事）​,0,0,0,177
我的灵魂在我尾巴后,未认证,2022-01-09,#抗震救灾央企行动#1月8日1时45分，青海省海北藏族自治州门源县发生6.9级地震，震源深度10公里。,0,0,0,27
大庆市中级人民法院,微博官方认证,2022-01-09,【#青海门源地震现场发现约22公里地表破裂带#】青海省地震局消息，青海门源1月8日发生6.9级地震后，地震现场工作队在冷龙岭断裂的西段开展地震现场考察时，发现长约22公里地表破裂带，地表和冰面可见连续张裂隙和挤压鼓包等破裂形式，鼓包高达1.5米。现场调查小组初步判定本次地震的发震构造为冷龙岭断​,8,8,2,268
周至法院,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
北仑公安,微博官方认证,2022-01-09,#平安2022#8日1时45分，青海省海北藏族自治州门源回族自治县发生6.9级地震，公安机关快速响应保证群众安全,0,0,0,57
手拿气球飞上天,未认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
云深不知何处寻战,未认证,2022-01-09,青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作O青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作​,0,0,0,227
云深不知何处寻战,未认证,2022-01-09,青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作O青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作​,0,0,0,227
安徽政法,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,243,82,103,10
广州日报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#，戴口罩也没逃过民警“火眼金睛”】1月8日凌晨1时45分，青海海北州门源县发生6.9级地震，西宁震感强烈，许多市民纷纷走上空旷的街头避险！当地警方启动“自然灾害应急响应”，在辖区巡逻时，在路边避险人群中看到了一张似曾相识的脸。尽管这张脸捂着厚厚的口罩，但还是与​,2,6,70,177
昆明消防,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。@央视新闻​,1,8,2,2
营口消防在身边,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。​,0,0,2,2
刘永丰54884,未认证,2022-01-09,青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作O青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作​,0,0,0,227
刘永丰54884,未认证,2022-01-09,青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作O青海省门源县发生6.9级地震甘肃启动抗震救灾Ⅲ级应急响应全省各部门各单位开展应急处置工作​,0,0,0,227
玉林车务段,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
朝阳气象,微博官方认证,2022-01-09,青海门源地震因避险不当致9人受伤无人员死亡O网页链接​,0,0,0,-1
金昌日报社,微博官方认证,2022-01-09,青海门源发生地震，金昌第一时间启动应急预案排查隐患据中国地震台网测定，北京时间2022年1月8日1时45分，在青海省海北州门源县发生6.9级地震。此次地震震中距金昌市区112公里、永昌县80公里、红山窑镇66公里，金昌地区震感较强。震后，我市立即启动应急预案，永昌县红山窑镇、新城子镇等地迅速组织党​,0,0,0,267
白水法院,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,2,0,2,10
北仑公安,微博官方认证,2022-01-09,#青海门源6.9级地震#青海公安第一时间启动应急响应机制,0,0,0,193
福建日报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
齐鲁晚报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。via.​,0,0,3,10
蓉青清风,微博官方认证,2022-01-09,#清风资讯#【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,24
我见青山多妩媚_mm,未认证,2022-01-09,🙏🙏🙏#青海门源6.9级地震#本次地震的发震构造为冷龙岭断裂，震级不小，还伴随多次余震，我们时刻关注着青海门源的情况，望各位平安,0,0,0,169
中国基建报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
态度岛,未认证,2022-01-09,【青海地震“震”出8年逃犯，民警在避险人群中成功将其抓获】凌晨1时45分，海北州门源县发生6.9级地震，强烈的震感将已进入睡梦中的西宁市民“摇”醒，许多市民纷纷来到空旷的街头避险。市公安局城北分局第一时间迅速出动，根据上级指示，启动“自然灾害应急响应”，积极开展各项应急处置工作。各单位​,2,3,24,177
健康生活小曹,微博个人认证,2022-01-09,哈哈哈青海门源地震“震出”8年逃犯O网页链接​,0,0,0,-1
西宁柒月造型新娘跟妆化妆师苗苗,未认证,2022-01-09,美丽新娘淇淇的出阁照片。一起经历了1月8凌晨化妆时的地震，我们都会和今天的新人一样，对这天，对这场婚礼终生难忘风雨过后总会有彩虹🌈，这场门源的6.9级地震，我们的消防官兵和地震救援队第一时间启动应急救援，并未造成人员伤亡和财产损失，新人们的婚礼也都如期顺利举行。庆幸，也​,0,0,0,-1
陇南徽县银杏树镇,微博官方认证,2022-01-09,#陇南党史学习教育#新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因-新华社客户端O网页链接​,5,5,6,113
宜昌网警,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,3,0,10
郭治伟288,微博个人认证,2022-01-09,青海门源6.9级地震发现22公里地表破裂O网页链接2忻州​,0,1,0,255
陇南徽县银杏树镇,微博官方认证,2022-01-09,#陇南党史学习教育#青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元_新闻频道_央视网(cctv.com)O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​,5,1,6,26
金昌交警支队,微博官方认证,2022-01-09,【#青海6.9级地震有22公里地表破裂带#】1月9日，青海门源6.9级地震现场工作队初步判定，青海门源此次6.9级地震发震构造为冷龙岭断裂。青海省地震局工作队在冷龙岭断裂西段发现长约22公里地表破裂带，地表和冰面可见连续张裂隙和挤压鼓包，鼓包高达1.5米。目前，烈度调查和流动观测工作正按计划进行中。​,0,0,0,268
金昌交警支队,微博官方认证,2022-01-09,【#青海门源6.9级地震造成9人受伤#记录到3.0级及以上余震12次】1月9日，@新京报我们视频从青海门源6.9级地震新闻发布会获悉，此次地震造成9人受伤，目前，8人已出院，1人留院观察，无人员死亡。专家综合分析认为，本次地震余震活动水平为5-6级，不会对西宁、海东、海南等地工作或生活造成大的影响。​,0,0,0,207
万宁市消防救援大队,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。​,0,0,0,2
主编赵旭东,微博个人认证,2022-01-09,#青海6.9级地震震出8年逃犯##法治生活#【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃​,1,1,1,24
山西政法,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,22,9,11,10
紫薇星宓儿,未认证,2022-01-09,《青海门源地震现场发现约22公里地表破裂带》O网页链接青海冷龙岭，恶魔黑龙！​,0,0,0,255
陇南武都政法委,微博官方认证,2022-01-09,【甘快看】新华全媒+|专家解读青海门源里氏6.9级地震灾害较轻原因，来源：新华社客户端O网页链接​,0,0,0,91
陇南西和司法,微博官方认证,2022-01-09,甘肃山丹：6.9级地震后汉明长城无恙新华网客户端新华网兰州1月8日电记者从甘肃省张掖市山丹县了解到，1月8日青海省海北藏族自治州门源回族自治县发生6.9级地震后，距离震中较近的山丹县震感强烈。经排查，山丹境内全国重点文物保护单位汉明长城本体安然无恙。O网页链接​,0,0,0,-1
老来乐哈哈,未认证,2022-01-09,青海门源地震“震出”8年逃犯O青海门源地震“震出”8年逃犯​,0,0,0,-1
陇南武都政法委,微博官方认证,2022-01-09,【甘快看】青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元来源：央视网O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​,0,0,0,26
陇南武都政法委,微博官方认证,2022-01-09,【甘快看】竭尽全力保障人民群众生命财产安全——我省河西地区积极应对青海门源6.9级地震来源：新甘肃客户端O网页链接​,0,0,0,36
陇南西和司法,微博官方认证,2022-01-09,1月8日凌晨，一场里氏6.9级地震突袭祁连山北麓，甘肃、青海多地震感明显，很多人在梦中被震醒，度过不眠之夜。此次震中位于青海省海北藏族自治州门源回族自治县，距离甘青交界处仅7公里。河西走廊地区地处祁连山北麓，人烟相对稠密。这里受灾严重不严重，群众生活怎么样？带着社会各界的关切，新华社​,0,0,0,24
于冬菲,未认证,2022-01-09,#抗震救灾央企行动#1月8日1时45分，青海省海北藏族自治州门源县发生6.9级地震，震源深度10公里。灾情发生后，青海联通高度重视、周密组织，立即启动突发事件II级预案，第一时间成立保障队伍赶往现场进行通信保障。来看视频报道：#责任央企#L中国联通的微博视频​​​,0,0,0,12
金昌交警支队,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,0,10
文成公安,微博官方认证,2022-01-09,青海省门源县发生6.9级地震公安机关快速响应保障群众安全,0,0,0,57
武汉交通广播,微博官方认证,2022-01-09,【#青海地震前耀眼强光或为地光#】#青海地震前耀眼强光是啥#？青海门源县发生6.9级地震后，一段地震前出现耀眼强光的监控视频在网络上流传开来，针对视频中出现的强光现象，青海省地震局研究员给出了相应的分析。监控画面显示，强光现象出现在凌晨1时45分35秒，持续时间约为两秒，伴随着强​,0,0,0,71
阿成的小成功,未认证,2022-01-09,#青海门源6.9级地震#本次地震的发震构造为冷龙岭断裂，震级不小，还伴随多次余震，我们时刻关注着青海门源的情况，望各位平安,0,0,0,169
陇南西和司法,微博官方认证,2022-01-09,青海门源里氏6.9级地震发生后，甘肃省迅速启动抗震救灾Ⅲ级应急响应，多部门迅速投入抗震救灾。（新华社客户端）O网页链接​​​,0,0,0,-1
陇南西和司法,微博官方认证,2022-01-09,据“甘肃发布”，1月8日凌晨1时45分青海海北州门源县发生6.9级地震，张掖市临近震源中心，经排查统计，张掖全市共有4830户房屋出现墙体裂缝、院墙倒塌等情况，受灾人口14988人，无人员伤亡，预计财产损失上亿元。（央视网）O青海门源6.9级地震：张掖市近1.5万人受灾，预计财产损失上亿元​​​,0,0,0,183
陇南西和司法,微博官方认证,2022-01-09,1月8日，青海门源发生里氏6.9级地震，震源深度10公里，震中距甘肃省界7公里。甘肃省第一时间启动抗震救灾Ⅲ级应急响应，多部门迅速投入抗震救灾。经初步核查，甘肃省抗震救灾指挥部未接到人员伤亡报告。记者就此次地震灾害较轻原因专访了甘肃省地震局副局长石玉成。（新华社客户端）​,0,0,0,7
周口消防,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。,0,0,0,2
记录者马骏,微博个人认证,2022-01-09,【#青海门源6.9级地震造成9人受伤#记录到3.0级及以上余震12次】1月9日，@新京报我们视频从青海门源6.9级地震新闻发布会获悉，此次地震造成9人受伤，目前，8人已出院，1人留院观察，无人员死亡。专家综合分析认为，本次地震余震活动水平为5-6级，不会对西宁、海东、海南等地工作或生活造成大的影响。​,0,0,0,207
陕西汉中消防,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。​,0,0,0,2
大爱清尘-广东,未认证,2022-01-09,#青橙在行动#【青海工作区志愿者探访震灾区患者】1月8日，青海省门源县发生6.9级地震。1月9日，大爱清尘青海工作区志愿者一大早就出发，驱车前往门源县探访尘肺农民兄弟。患者居住分散，路况复杂，从清晨到夜幕降临，志愿者们一直奔波在路上，顾不上吃饭和休息。所幸，地震仅使房屋略有受损，日常生活​,0,0,0,177
腾讯微视,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。（人民网）​,1,0,2,10
西部网,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,0,0,4,10
舟曲融媒,微博官方认证,2022-01-09,青海门源发生6.9级地震专家：属于地震多发区O青海门源发生6.9级地震 专家：属于地震多发区>​,0,0,0,128
中国妇女报,微博官方认证,2022-01-09,【#青海6.9级地震震出8年逃犯#】1月8日1时45分，青海省海北州门源县发生6.9级地震，地震震中距西宁市136公里。被地震“摇醒”的西宁市民们纷纷到街头避险。西宁市公安局城北公安分局的民警们迅速响应，出街巡逻，竟在避险的人群中发现一名8年前因诈骗被网上追逃的逃犯，并当场将其抓获。​,2,3,32,10
鄂尔多斯融媒,微博官方认证,2022-01-09,【#青海地震致明长城约2米墙体塌损#】1月8日，青海海北门源6.9级地震，距离震中114公里的甘肃张掖山丹县震感强烈。经当地文保单位排查，山丹境内全国重点文物保护单位汉明长城中，明长城本体约有两米城墙发生塌损。记者在现场看到，城墙上豁口清晰可见，大小不一的夯土块堆积在城墙脚下。（总台记者王​,0,0,0,2
