nick,sig,date,text,forward,comment,like,topic
西铁资讯,微博官方认证,2022-01-07,【#专家解读西安本轮疫情处置难点#】陕西西安本轮疫情，来源于巴基斯坦航班输入的德尔塔毒株。截至2021年12月下旬，西安27个街道出现病例部分来源不明。多个街道、小区出现聚集性疫情，已发生社区传播并出现逐步扩散趋势。同时，#几个省份报告发现西安外溢病例#。时值春节前夕，做好本土疫情防控的同时​,0,1,2,13
年代878,微博官方认证,2022-01-07,有了它们，居家也能提升幸福感。#文景的生活好物推荐#陕西疫情防控#西安加油#年代8782西安·陕西广播电视台L故事878的微博视频​,0,1,1,15
郑州康宁志愿互助中心,微博官方认证,2022-01-07,#陕西中医药大学留学生成为抗疫志愿者#【#哈萨克斯坦留学生投身西安疫情防控#】97年出生，来自哈萨克斯坦的马文轩是陕西中医药大学的留学生，近日，他和同学们投身到西安疫情防控工作。马文轩表示，“陕西就是我的第二故乡，我是外国人，但不是外人”。#西安加油#（大象新闻）L新华网的微博视频​,0,0,0,197
韶关发布,微博官方认证,2022-01-07,均为阴性！曲江区快速处置一起密接疫情#疫情防控#2022年1月6日晚上23时，我区接到陕西省应对新冠肺炎疫情工作领导小组办公室协查函称有2名密接在我区，区防控指挥部立即启动应急响应，快速启动流调、隔离、消杀、核酸检测等工作。密接与次密接人员均已送集中隔离点医学观察，目前密接、次密​,1,0,3,19
各界导报社官微,微博官方认证,2022-01-07,#西安不再查验就医人员48小时核酸阴性证明#【#西安将严查拒诊推诿患者行为#】7日下午，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。西安本轮疫情以来，西安市卫健委全力做好疫情防控和新冠患者医疗救治工作。从1月1日以来，21家定点医院累计接诊涉疫患者2431人次，急诊急救143人次、血​,0,0,0,69
西安日报,微博官方认证,2022-01-07,#战胜疫情西安在行动#【“疫”线温度】他们逆行鏖战在疫情最前线，一边与病毒斗争，一边边用爱心、耐心、细心温暖患者的心，让患者重树信心配合治疗战胜疫毒。一碗令患者热泪盈眶的长寿面1月2日，西安市人民医院（西安市第四医院）航天城院区三病区的秦燕护士照常打开了工作电脑，核对医嘱时，她​,0,0,1,-1
天空永远蔚蓝,微博个人认证,2022-01-07,#西安不再查验就医人员48小时核酸阴性证明#【#西安将严查拒诊推诿患者行为#】7日下午，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。西安本轮疫情以来，西安市卫健委全力做好疫情防控和新冠患者医疗救治工作。从1月1日以来，21家定点医院累计接诊涉疫患者2431人次，急诊急救143人次、血​,0,0,0,69
各界新闻网官微,微博官方认证,2022-01-07,#西安不再查验就医人员48小时核酸阴性证明#【#西安将严查拒诊推诿患者行为#】7日下午，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。西安本轮疫情以来，西安市卫健委全力做好疫情防控和新冠患者医疗救治工作。从1月1日以来，21家定点医院累计接诊涉疫患者2431人次，急诊急救143人次、血​,0,0,0,69
陕西卫视,微博官方认证,2022-01-07,【#西安卫健委向全市致歉#】今天，陕西西安市疫情防控新闻发布会上，西安市卫健委表示：本轮疫情来势凶猛，作为一个千万级人口城市，西安发生了看病难、就医难等问题。我们全力以赴，但还是没有考虑周全，没能提供充足的医疗保障服务，没能处理好疫情防控和群众看病就医需求的矛盾。在此，我们深感愧疚​,0,0,0,259
陕西卫视,微博官方认证,2022-01-07,#共克时艰陕西加油#【MV|谢谢您的坚守】“在心里手牵手，我们不怕跨越风雨中，谢谢你的坚守，扛起明天每一个等候……”疫情当前我们不怕，因为有最勇敢的人站在前方，再大的困难也不怕，一切为了共同的家。生命的重量是肩头的担当，起风的寒冬我们一起扛，MV致敬所有坚守在抗疫一线、默默奉献的人！​,0,0,0,-1
南充政法,微博官方认证,2022-01-07,【#西安将严查拒诊推诿患者行为#】#西安不再查验就医人员48小时核酸阴性证明#7日下午，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。西安本轮疫情以来，西安市卫健委全力做好疫情防控和新冠患者医疗救治工作。从1月1日以来，21家定点医院累计接诊涉疫患者2431人次，急诊急救143人次、​,0,0,0,-1
每日经济新闻,微博官方认证,2022-01-07,【#西安本轮疫情来源于巴基斯坦航班输入#，几省已发现西安外溢病例……】陕西西安本轮疫情，来源于巴基斯坦航班输入的德尔塔毒株。截至2021年12月下旬，西安27个街道出现病例部分来源不明。多个街道、小区出现聚集性疫情，已发生社区传播并出现逐步扩散趋势。同时，#几个省份报告发现西安外溢病例#。​,11,5,35,13
网信阿里,微博官方认证,2022-01-07,【阿陕情深风雨同舟】1月7日上午，4辆披着“陕西加油”横幅的货车满载物资从阿里地区发车驶向陕西省，将阿里地区藏医院生产的九味防瘟香囊5556只，600只羊以及1191件冈仁波齐天然饮用水等总价值90万元的援助物资运往陕西。#西藏##阿里地区##同心携手共抗疫情##陕西加油##西安加油#来源：天上阿​,0,1,0,206
生活报新街派,微博官方认证,2022-01-07,【#专家解读西安本轮疫情处置难点#】陕西西安本轮疫情，来源于巴基斯坦航班输入的德尔塔毒株。截至2021年12月下旬，西安27个街道出现病例部分来源不明。多个街道、小区出现聚集性疫情，已发生社区传播并出现逐步扩散趋势。同时，#几个省份报告发现西安外溢病例#。时值春节前夕，做好本土疫情防控的同时​,0,0,1,13
年代878,微博官方认证,2022-01-07,【双胞胎姐妹同心抗疫老父亲画提心吊胆】疫情下的陕西，处处都是暖心的故事。就拿延安市吴起一对“90后”双胞胎姐妹花宗凤倩和宗凤婧来说，同是医务工作者，也同在这一次的疫情抗击中主动请战，加入到了延安核酸检测的队伍当中。直到进了一个工作群，才发现彼此原来都成了“最美逆行者”。而临行前老父​,0,0,0,214
花房禅意,微博个人认证,2022-01-07,#平凡之美给我最多感动#【45公里疾驰！#交警护送产妇45公里路30分钟就医#】2022年1月4日19时许，陕西商洛市柞水县公安局交管大队凤镇交警中队民警刚从疫情卡口执勤结束回到单位，就接到凤镇一男子电话报警求助：称其妻子产后9天，现在突然身体不适，疼痛难忍，急需送往45公里外的县人民医院就医，希望​,0,0,0,104
岁杪689,未认证,2022-01-07,#这次换我护你长安#予人为乐，与己而乐。我在“温暖家园助力陕西抗击疫情”项目捐款成功！让我与@果伦Z一道成为传递爱与快乐的使者。@中华救助温暖家园助力陕西抗击疫情​,0,0,0,16
南昌新闻网,微博官方认证,2022-01-07,#陕西中医药大学留学生成为抗疫志愿者#【#哈萨克斯坦留学生投身西安疫情防控#】97年出生，来自哈萨克斯坦的马文轩是陕西中医药大学的留学生，近日，他和同学们投身到西安疫情防控工作。马文轩表示，“陕西就是我的第二故乡，我是外国人，但不是外人”。#西安加油#（大象新闻）L新华网的微博视频​,0,0,2,197
榆林日报,微博官方认证,2022-01-07,【@榆林人2022年贺岁普通纪念币来了！】2022年贺岁普通纪念币即将发行，榆林市市民可于1月7日至9日进行网上预约。据悉，该纪念币面额为10元，直径为27毫米，材质为双色铜合金。发行量全国1.2亿枚（含留存历史货币档案1万枚）。其中，榆林市发行数量为18万枚，由中国工商银行、交通银行共同承担预约兑​,0,0,0,-1
郑州益善互助中心,微博官方认证,2022-01-07,#陕西中医药大学留学生成为抗疫志愿者#【#哈萨克斯坦留学生投身西安疫情防控#】97年出生，来自哈萨克斯坦的马文轩是陕西中医药大学的留学生，近日，他和同学们投身到西安疫情防控工作。马文轩表示，“陕西就是我的第二故乡，我是外国人，但不是外人”。#西安加油#（大象新闻）L新华网的微博视频​,0,0,1,197
南充政法,微博官方认证,2022-01-07,【#西安不再查验就医人员48小时核酸阴性证明#】1月7日下午，陕西西安市召开疫情防控新闻发布会，介绍疫情防控最新情况。发布会上表示，1月6日，西安下发了《关于进一步明确各类人员就医流程的通知》。主要内容有：不再查验就医人员48小时核酸检测阴性证明；对于防范区外出就医人员，可自行到开诊医院就​,0,0,0,260
南昌日报,微博官方认证,2022-01-07,#陕西中医药大学留学生成为抗疫志愿者#【#哈萨克斯坦留学生投身西安疫情防控#】97年出生，来自哈萨克斯坦的马文轩是陕西中医药大学的留学生，近日，他和同学们投身到西安疫情防控工作。马文轩表示，“陕西就是我的第二故乡，我是外国人，但不是外人”。#西安加油#（大象新闻）L新华网的微博视频​,0,0,1,197
南充政法,微博官方认证,2022-01-07,#大一学生给学校捐赠一万四千斤蔬菜支持防疫#【支持抗疫！#大一学生给学校捐赠一万四千斤蔬菜支持防疫#】1月6日，陕西西安，陕西服装工程学院信息工程学院大一学生陈欣悦捐赠学校一万四千斤蔬菜。陈欣悦表示，当看到防疫工作人员很辛苦时，便想着为防疫出一份力。在和家人联系后，父母非常支持她，立即​,0,0,0,44
文汇报,微博官方认证,2022-01-07,【#专家解读西安本轮疫情处置难点#】陕西西安本轮疫情，来源于巴基斯坦航班输入的德尔塔毒株。截至2021年12月下旬，西安27个街道出现病例部分来源不明。多个街道、小区出现聚集性疫情，已发生社区传播并出现逐步扩散趋势。同时，#几个省份报告发现西安外溢病例#。时值春节前夕，做好本土疫情防控的同时​,0,0,0,13
愛穿十一號,微博个人认证,2022-01-07,请问陕西省作家协会副主席吴克清先生，你为新型冠状病毒肺炎疫情防控工作都做了些什么呢？如果所有疫情防控工作者都像吴克清一样把群众的合理诉求当作矫情，那么正在隔离中的群众会过上什么样的生活？​,0,0,2,-1
襄阳日报,微博官方认证,2022-01-07,#众志成城，齐心协力#【#专家解读西安本轮疫情处置难点#】陕西西安本轮疫情，来源于巴基斯坦航班输入的德尔塔毒株。截至2021年12月下旬，西安27个街道出现病例部分来源不明。多个街道、小区出现聚集性疫情，已发生社区传播并出现逐步扩散趋势。同时，#几个省份报告发现西安外溢病例#。时值春节前夕，​,0,0,0,13
